task_id,node_name,automation_share,automation_pct,augmentation_pct,pct,ai_autonomy_mean,human_only_time_mean,human_with_ai_time_mean
21797,Perform forensic investigations of operating or file systems.,81.25,81.25,18.75,0.0,2.94,3.53,40.94
21800,Recommend cyber defense software or hardware to support responses to cyber incidents.,58.62,58.62,41.38,0.0,2.66,4.67,58.28
21802,"Write and execute scripts to automate tasks, such as parsing large data files.",75.82,75.82,24.18,0.21,3.07,6.48,38.41
21803,"Write cyber defense recommendations, reports, or white papers using research or experience.",41.27,41.27,58.73,0.0,3.03,6.52,35.46
21804,"Write reports, sign affidavits, or give depositions for legal proceedings.",36.36,36.36,63.64,0.0,2.65,5.49,31.88
21805,Write technical summaries to report findings.,51.38,51.38,48.62,0.02,2.6,4.78,30.9
21806,"Assess blockchain threats, such as untested code and unprotected keys.",61.22,61.22,38.78,0.0,2.98,10.32,66.02
21807,Automate the deployment of software updates over geographically distributed network nodes.,73.02,73.02,26.98,0.0,3.05,5.04,60.03
21810,Design and implement dashboard and data visualizations to meet customer reporting needs.,43.76,43.76,56.24,0.02,3.22,17.56,63.23
21811,Design and implement data repositories to integrate data.,70.83,70.83,29.17,0.0,3.08,12.55,101.75
21814,"Develop a maintainable code base using object-oriented design principles, practices, or patterns.",60.86,60.86,39.14,0.04,2.97,12.3,56.63
21823,"Analyze, manipulate, or process large sets of data using statistical software.",50.0,50.0,50.0,0.03,3.0,9.78,61.13
21826,Clean and manipulate raw data using statistical software.,58.65,58.65,41.35,0.02,2.81,7.18,51.07
21827,"Compare models using statistical performance metrics, such as loss functions or proportion of explained variance.",52.01,51.67,47.68,0.0,2.79,8.6,72.34
21828,"Create graphs, charts, or other visualizations to convey the results of data analysis using specialized software.",42.28,42.6,58.16,0.39,3.28,8.12,26.81
21829,Deliver oral or written presentations of the results of mathematical modeling and data analysis to management or other end users.,70.59,70.59,29.41,0.0,2.79,3.6,15.74
21832,Identify relationships and trends or any factors that could affect the results of research.,34.57,34.57,65.43,0.01,2.77,7.82,55.34
21833,"Identify solutions to business problems, such as budgeting, staffing, and marketing decisions, using the results of data analysis.",61.35,61.35,38.65,0.02,2.91,6.57,51.16
21834,"Propose solutions in engineering, the sciences, and other fields using mathematical theories and techniques.",52.3,52.3,47.7,0.04,2.6,3.32,30.06
21836,Recommend data-driven solutions to key stakeholders.,30.37,30.37,69.63,0.01,2.69,7.07,55.53
21837,"Test, validate, and reformulate models to ensure accurate prediction of outcomes of interest.",44.87,44.87,55.13,0.01,3.05,16.96,96.36
21838,Write new functions or applications in programming languages to conduct analyses.,58.35,58.35,41.65,0.12,2.95,7.97,53.66
2185,Keep records and accounts.,61.02,61.02,38.98,0.0,2.72,5.73,61.91
21851,"Develop statistical models or simulations, using statistical or modeling software.",49.45,49.45,50.55,0.0,3.32,13.46,55.02
21858,"Recommend process formulas, instrumentation, or equipment specifications, based on results of bench or pilot experimentation.",29.23,29.23,70.77,0.0,2.76,9.86,66.92
21865,"Recommend procedures for detection, prevention, and elimination of physical, chemical, or other product hazards.",44.14,44.14,55.86,0.02,2.51,1.17,12.94
21869,"Interpret safety regulations for others interested in industrial safety, such as safety engineers, labor representatives, and safety inspectors.",18.92,18.92,81.08,0.0,2.6,2.58,15.43
21876,Provide technical advice and guidance to organizations on how to handle health-related problems and make needed changes.,49.12,47.77,49.49,0.0,2.59,1.84,16.35
21881,Write and revise safety regulations and codes.,55.0,48.89,40.0,0.0,3.22,7.45,29.0
2189,"Grill, cook, and fry foods such as french fries, eggs, and pancakes.",71.43,71.43,28.57,0.0,2.52,0.2,5.57
21893,"Prepare plans, estimates, design and construction schedules, and contract specifications, including any special provisions.",31.58,31.58,68.42,0.0,3.11,6.28,33.63
21905,"Prepare technical reports for use by engineering, management, or sales personnel.",69.89,66.67,28.72,0.0,3.34,8.21,31.04
21911,"Determine conditions under which tests are to be conducted, as well as sequences and phases of test operations.",44.9,46.13,56.61,0.01,2.87,6.67,54.02
21913,Analyze data to determine feasibility of product proposals.,16.67,16.67,83.33,0.0,2.58,4.53,66.17
21917,"Produce drawings, using computer-assisted drafting systems (CAD) or drafting machines, or by hand, using compasses, dividers, protractors, triangles, and other drafting devices.",45.16,45.16,54.84,0.0,3.55,5.35,14.82
21920,"Analyze building codes, by-laws, space and site requirements, and other technical documents and reports to determine their effect on architectural designs.",33.68,33.68,66.32,0.0,2.74,5.45,35.51
21928,Check dimensions of materials to be used and assign numbers to lists of materials.,78.85,78.85,21.15,0.0,1.79,0.51,3.36
21929,"Determine procedures and instructions to be followed, according to design specifications and quantity of required materials.",66.09,66.09,33.91,0.0,2.59,2.07,38.79
21931,Explain drawings to production or construction teams and provide adjustments as necessary.,18.24,18.24,81.76,0.0,2.55,3.26,31.32
21932,"Obtain and assemble data to complete architectural designs, visiting job sites to compile measurements as necessary.",,,,0.0,3.0,1.78,20.81
21942,"Prepare cost estimates, contracts, bidding documents, and technical reports for specific projects under an architect's or engineer's supervision.",52.17,52.17,47.83,0.0,2.89,7.16,14.74
21944,"Review rough sketches, drawings, specifications, and other engineering data to ensure that they conform to design concepts.",21.0,21.0,79.0,0.01,2.67,3.97,43.87
21945,"Draft working drawings, wiring diagrams, wiring connection specifications, or cross-sections of underground cables, as required for instructions to installation crew.",36.36,36.36,63.64,0.0,3.23,3.92,20.35
21946,Assemble documentation packages and produce drawing sets to be checked by an engineer or an architect.,51.92,51.92,48.08,0.0,3.04,9.31,41.72
21948,Review completed construction drawings and cost estimates for accuracy and conformity to standards and regulations.,53.33,53.33,46.67,0.0,3.27,10.33,28.6
21953,"Locate files relating to specified design project in database library, load program into computer, and record completed job data.",96.25,96.25,3.75,0.0,2.52,0.6,4.44
21957,"Explain drawings to production or construction teams and provide adjustments, as necessary.",15.44,15.44,84.56,0.0,2.62,2.76,30.71
21961,Key and program specified commands and engineering specifications into computer system to change functions and test final layout.,94.58,79.41,4.55,0.0,3.34,3.02,25.77
21963,"Compare logic element configuration on display screen with engineering schematics and calculate figures to convert, redesign, or modify element.",81.76,81.76,18.24,0.0,1.93,0.46,4.01
21981,Review electrical engineering plans to ensure adherence to design specifications and compliance with applicable electrical codes and standards.,30.0,30.0,70.0,0.0,2.93,6.35,36.7
21984,Maintain system logs or manuals to document testing or operation of equipment.,100.0,100.0,0.0,0.0,2.65,0.22,1.11
21985,"Select electronics equipment, components, or systems to meet functional specifications.",41.27,41.27,58.73,0.0,2.62,3.2,57.83
21986,"Calculate design specifications or cost, material, and resource estimates, and prepare project schedules and budgets.",39.13,39.13,60.87,0.0,3.09,7.84,27.92
21989,"Compile and maintain records documenting engineering schematics, installed equipment, installation or operational problems, resources used, repairs, or corrective action performed.",60.71,60.71,39.29,0.0,2.93,8.59,76.07
21995,"Provide user applications or engineering support or recommendations for new or existing equipment with regard to installation, upgrades, or enhancements.",43.94,43.94,56.06,0.0,2.49,2.51,47.64
22,"Analyze internal processes and recommend and implement procedural or policy changes to improve operations, such as supply changes or the disposal of records.",36.72,36.72,63.28,0.04,2.86,6.88,48.11
22004,"Review, develop, or prepare maintenance standards.",23.53,23.53,76.47,0.0,2.94,7.88,36.71
22005,"Analyze engineering designs of logic or digital circuitry, motor controls, instrumentation, or data acquisition for implementation into new or existing automated, servomechanical, or other electromechanical systems.",48.33,48.33,51.67,0.01,2.66,3.66,32.15
22011,"Establish and maintain inventory, records, or documentation systems.",85.39,85.39,14.61,0.0,2.96,3.49,16.15
22014,Install or program computer hardware or machine or instrumentation software in microprocessor-based systems.,66.17,66.17,33.83,0.01,2.86,7.27,90.81
22023,"Analyze, estimate, or report production costs.",32.22,32.22,67.78,0.03,2.87,8.79,46.55
22024,"Assist engineers in developing, building, or testing prototypes or new products, processes, or procedures.",51.11,51.11,48.89,0.0,2.82,6.04,82.6
22028,"Create or interpret engineering drawings, schematic diagrams, formulas, or blueprints for management or engineering staff.",25.42,25.42,74.58,0.07,2.72,2.96,19.58
2203,Weigh or measure ingredients.,69.23,69.23,30.77,0.0,2.0,0.25,3.81
22039,"Prepare production documents, such as standard operating procedures, manufacturing batch records, inventory reports, or productivity reports.",50.0,50.0,50.0,0.0,3.13,8.83,40.16
22041,Recommend corrective or preventive actions to assure or improve product quality or reliability.,49.58,49.58,50.42,0.03,2.67,8.29,80.11
22065,"Prepare capability data, training materials, or other documentation for transfer of processes to production.",54.9,54.9,45.1,0.0,3.09,7.53,45.13
22071,"Analyze or estimate production costs, such as labor, equipment, and plant space.",46.43,46.43,53.57,0.0,2.64,5.08,26.29
22078,"Design specialized or customized equipment, machines, or structures.",38.89,38.89,61.11,0.0,3.15,11.23,40.05
22082,"Interpret engineering sketches, specifications, or drawings.",21.41,21.41,78.59,0.12,2.45,1.73,17.88
22083,"Prepare equipment inspection schedules, reliability schedules, work plans, or other records.",87.5,87.5,12.5,0.0,2.88,2.24,8.35
22085,"Prepare specifications, designs, or sketches for machines, components, or systems related to the generation, transmission, or use of mechanical or fluid energy.",51.72,51.72,48.28,0.0,3.37,17.18,50.29
22086,"Provide technical support to other employees regarding mechanical design, fabrication, testing, or documentation.",35.18,35.18,64.82,0.04,2.56,3.61,54.75
22088,Analyze test data to identify defects or determine calibration requirements.,55.62,55.63,44.38,0.0,2.66,4.35,41.01
22101,Visually inspect equipment to detect surface defects.,,,,0.0,2.53,0.62,13.07
22105,Design or develop information databases that include geographic or topographic data.,54.59,54.59,45.41,0.0,3.11,14.14,60.03
22107,"Produce or update overlay maps to show information boundaries, water locations, or topographic features on various base maps or at different scales.",42.86,42.86,57.14,0.0,3.19,4.64,19.24
22111,"Operate and manage land-information computer systems, performing tasks such as storing data, making inquiries, and producing plots and reports.",100.0,100.0,0.0,0.0,2.5,0.83,24.55
22112,Compare survey computations with applicable standards to determine adequacy of data.,44.44,44.44,55.56,0.0,2.15,0.8,9.51
22140,"Compute design specifications for implementation of conservation practices, using survey or field information, technical guides or engineering manuals.",65.0,65.0,35.0,0.0,2.9,6.35,31.65
2216,Keep records of the quantities of food used.,83.64,83.64,16.36,0.0,2.45,4.03,90.87
22163,"Collect information about individuals or clients, using interviews, case histories, observational techniques, and other assessment methods.",64.59,64.59,35.41,0.06,2.79,1.96,28.17
22164,"Counsel individuals, groups, or families to help them understand problems, deal with crisis situations, define goals, and develop realistic action plans.",37.62,37.62,62.38,0.16,3.06,4.6,108.89
22165,"Document patient information including session notes, progress notes, recommendations, and treatment plans.",81.25,81.25,18.75,0.0,2.59,6.93,155.73
22166,"Interact with clients to assist them in gaining insight, defining goals, and planning action to achieve effective personal, social, educational, or vocational development and adjustment.",33.25,33.25,66.75,0.39,3.06,3.85,77.54
22167,"Develop therapeutic and treatment plans based on clients' interests, abilities, or needs.",60.06,55.71,37.04,0.0,3.04,6.38,64.87
22171,"Consult with or provide consultation to other doctors, therapists, or clinicians regarding patient care.",33.69,33.69,66.31,0.01,2.56,2.53,27.99
22175,Advise clients on how they could be helped by counseling.,32.42,32.42,67.58,0.01,3.17,2.86,80.38
22178,"Refer clients to other specialists, institutions, or support services as necessary.",43.23,43.23,56.77,0.01,2.68,2.23,56.95
22182,"Provide consulting services, including educational programs, outreach programs, or prevention talks to schools, social service agencies, businesses, or the general public.",25.95,25.95,74.05,0.07,2.59,2.64,27.57
22183,"Provide occupational, educational, or other information to individuals so that they can make educational or vocational plans.",38.13,38.13,61.87,0.02,2.9,5.26,86.24
22186,"Develop, direct, and participate in training programs for staff and students.",46.67,46.67,53.33,0.0,3.21,11.61,31.3
22187,Provide psychological or administrative services and advice to private firms or community agencies regarding mental health programs or individual cases.,19.51,19.51,80.49,0.0,2.73,3.07,39.18
222,"Recommend approval, denial, or conditional approval of proposals.",53.62,53.62,46.38,0.01,2.75,4.08,32.13
22202,Interview patients to obtain comprehensive medical histories.,69.39,69.39,30.61,0.0,2.87,2.6,45.34
22204,Provide education or counseling to individuals and families.,20.97,20.97,79.03,0.03,3.08,3.54,68.64
22229,"Research, compile, analyze and organize information from maps, reports, investigations, and books for use in reports and special projects.",61.9,61.9,38.1,0.0,3.05,7.2,32.63
22232,"Collect information and make judgments through observation, interviews, and review of documents.",64.82,65.58,35.6,0.04,2.73,1.81,20.23
22234,Write about and present research findings for a variety of specialized and general audiences.,33.33,33.33,66.67,0.0,2.53,7.53,40.67
22235,"Describe artifacts' physical properties or attributes, such as the materials from which artifacts are made and their size, shape, function, and decoration.",69.64,69.64,30.36,0.0,2.77,0.94,11.54
22254,Formulate general rules that describe and predict the development and behavior of cultures and social institutions.,13.64,13.81,87.44,0.01,2.98,9.57,82.02
22255,Study archival collections of primary historical sources to help explain the origins and development of cultural patterns.,45.45,45.45,54.55,0.0,2.56,11.28,49.0
22257,Enhance the cultural sensitivity of elementary and secondary curricula and classroom interactions in collaboration with educators and teachers.,47.06,47.06,52.94,0.0,2.67,3.68,34.39
22264,"Compile, log, or record testing or operational data for review and further analysis.",93.08,91.24,6.78,0.01,3.27,4.16,28.77
22267,"Prepare or review professional, technical, or other reports regarding sampling, testing, or recommendations of data analysis.",78.75,89.47,24.14,0.0,3.72,6.21,17.63
22292,"Analyze ecological data about the impact of pollution, erosion, floods, and other environmental problems on bodies of water.",20.66,20.83,80.0,0.0,2.5,2.91,32.58
22298,"Estimate the costs and benefits of municipal projects, such as hydroelectric power plants, irrigation systems, and wastewater treatment facilities.",24.24,24.24,75.76,0.0,2.91,10.77,49.3
22301,"Locate and deliver information or data as requested by customers, such as contractors, government entities, and members of the public.",61.96,61.96,38.04,0.04,2.6,2.89,18.31
22307,"Write materials for research publications, such as maps, tables, and reports, to disseminate findings.",36.41,36.41,63.59,0.01,3.08,10.37,51.51
22350,"Plan or supervise experiential learning activities, such as class projects, field trips, demonstrations, or visits by guest speakers.",55.0,55.0,45.0,0.0,3.2,3.48,18.89
22353,"Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or school or state requirements.",50.89,50.89,49.11,0.02,3.01,8.4,32.9
22354,"Prepare, administer, or grade assignments to evaluate students' progress.",62.5,62.5,37.5,0.0,2.89,3.67,32.39
22355,"Present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies.",55.9,55.9,44.1,0.01,3.41,8.34,21.5
22369,"Guide or counsel students with adjustment problems, academic problems, or special academic interests.",33.24,34.19,68.66,0.0,2.67,3.27,43.8
22373,Interpret the results of standardized tests to determine students' strengths and areas of need.,67.74,67.74,32.26,0.0,2.84,3.19,18.94
22381,"Plan or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",40.77,38.54,56.0,0.01,2.88,3.8,38.71
22385,"Prepare, administer, or grade tests or assignments to evaluate students' progress.",54.81,54.9,45.27,0.02,2.96,5.63,32.11
22389,Answer students' questions.,22.09,22.09,77.91,1.15,2.52,4.43,46.97
2239,Plan bar menus.,27.03,31.25,84.38,0.0,2.74,5.62,45.06
22392,Counsel students with adjustment or academic problems.,45.14,45.14,54.86,0.01,2.66,2.62,65.77
22397,Grade students' assignments and exams.,48.76,48.76,51.24,0.01,2.63,3.35,28.87
22404,"Teach a variety of subjects, such as English, mathematics, and social studies.",43.88,48.98,62.63,0.0,2.8,4.6,39.7
22406,Tutor or assist students individually or in small groups.,25.98,25.98,74.02,0.2,2.37,3.09,59.46
22408,"Teach library patrons basic computer skills, such as searching computerized databases.",45.53,45.53,54.47,0.0,2.55,2.28,41.55
2241,Create drink recipes.,47.89,47.89,52.11,0.02,2.85,2.17,26.31
22411,"Search standard reference materials, including online sources and the Internet, to answer patrons' reference questions.",50.8,50.8,49.2,3.74,2.53,2.14,18.86
22414,"Plan and teach classes on topics such as information literacy, library instruction, and technology use.",37.8,37.8,62.2,0.0,2.76,2.63,36.89
22416,"Code, classify, and catalog books, publications, films, audio-visual aids, and other library materials, based on subject matter or standard library classification systems.",78.57,78.57,21.43,0.0,2.9,1.97,12.47
22419,"Plan and deliver client-centered programs and services, such as special services for corporate clients, storytelling for children, newsletters, or programs for special groups.",57.89,63.89,46.48,0.0,3.17,2.66,18.94
22420,Locate unusual or unique information in response to specific requests.,48.51,48.51,51.49,0.45,2.7,4.73,32.93
22421,Troubleshoot problems with audio-visual equipment.,88.56,88.56,11.44,0.02,2.46,1.46,40.74
22436,Train faculty and media staff on the use of software and audio-visual equipment.,68.38,68.29,31.58,0.0,2.71,4.23,74.12
22438,"Analyze performance data to determine effectiveness of instructional systems, courses, or instructional materials.",32.79,32.79,67.21,0.0,2.58,3.84,31.13
22439,"Assess effectiveness and efficiency of instruction according to ease of instructional technology use and student learning, knowledge transfer, and satisfaction.",26.32,26.32,73.68,0.0,2.71,2.85,22.14
22440,Conduct needs assessments and strategic learning assessments to develop the basis for curriculum development or to update curricula.,,,,0.0,2.8,3.65,31.93
22441,"Define instructional, learning, or performance objectives.",30.58,29.71,67.43,0.02,2.62,4.42,51.98
22442,Design instructional aids for stand-alone or instructor-led classroom or online use.,55.39,55.39,44.61,0.12,3.37,8.95,24.02
22443,"Design learning products, including Web-based aids or electronic performance support systems.",63.71,63.71,36.29,0.01,3.59,10.74,15.4
22444,"Develop instructional materials, such as lesson plans, handouts, or examinations.",53.25,53.25,46.75,0.61,3.15,9.44,30.61
22445,"Develop master course documentation or manuals according to applicable accreditation, certification, or other requirements.",54.16,54.16,45.84,0.02,3.19,15.08,39.7
22446,Develop measurement tools to evaluate the effectiveness of instruction or training interventions.,29.41,29.41,70.59,0.0,2.78,6.46,33.61
22447,"Edit instructional materials, such as books, simulation exercises, lesson plans, instructor guides, and tests.",59.74,59.74,40.26,0.02,2.85,3.97,17.26
22449,"Present and make recommendations regarding course design, technology, and instruction delivery options.",21.48,21.48,78.52,0.02,2.76,5.14,43.56
22450,"Provide analytical support for the design and development of training curricula, learning strategies, educational policies, or courseware standards.",21.26,21.26,78.74,0.01,2.79,7.2,50.91
22451,"Recommend changes to curricula or delivery methods, based on information such as instructional effectiveness data, current or future performance requirements, feasibility, and costs.",19.41,17.46,72.48,0.0,2.76,5.15,43.3
22453,Teach instructors to use instructional technology or to integrate technology with teaching.,,,,0.0,2.73,3.95,57.93
22464,"Grade homework and tests, and compute and record results, using answer sheets or electronic marking devices.",69.23,69.23,30.77,0.0,2.56,1.78,11.82
22465,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.,76.19,76.19,23.81,0.0,2.48,3.31,74.19
22471,"Organize and supervise games and other recreational activities to promote physical, mental, and social development.",42.31,42.31,57.69,0.0,2.89,2.19,29.5
22473,"Plan, prepare, and develop various teaching aids, such as bibliographies, charts, and graphs.",44.89,43.8,53.78,0.05,3.26,8.4,31.56
22474,"Prepare lesson materials, bulletin board displays, exhibits, equipment, and demonstrations.",30.61,30.61,69.39,0.0,3.26,6.14,27.0
22481,Tutor and assist children individually or in small groups to help them master assignments and to reinforce learning concepts presented by teachers.,57.63,57.63,42.37,0.01,2.4,1.3,24.35
22483,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",43.75,43.75,56.25,0.0,3.44,8.19,28.38
22514,Write and edit news stories from information collected by reporters and other sources.,44.85,44.85,55.15,0.0,2.43,4.37,37.88
22515,"Plan details such as framing, composition, camera movement, sound, and actor movement for each shot or scene.",42.76,42.76,57.24,0.0,2.56,4.96,68.41
22522,"Research production topics using the internet, video archives, and other informational sources.",22.22,22.22,77.78,0.0,3.07,8.09,39.95
22526,Establish pace of programs and sequences of scenes according to time requirements and cast and set accessibility.,50.0,50.0,50.0,0.0,2.61,4.26,26.83
22527,Conduct meetings with staff to discuss production progress and to ensure production objectives are attained.,,,,0.0,2.25,1.17,14.56
22528,"Compile scripts, program notes, and other material related to productions.",68.94,68.94,31.06,0.0,2.7,6.48,30.85
22533,Compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,25.05,25.05,74.95,0.06,2.64,8.15,63.72
22535,Cut and edit film or tape to integrate component parts into desired sequences.,67.42,67.42,32.58,0.0,3.28,2.97,32.88
22536,Choose settings and locations for films and determine how scenes will be shot in these settings.,34.43,34.43,65.57,0.04,2.68,6.27,61.67
22539,Write and submit proposals to bid on contracts for projects.,26.0,26.0,74.0,0.0,2.96,11.43,54.86
22546,"Study scores to learn the music in detail, and to develop interpretations.",41.18,41.18,58.82,0.0,2.84,1.18,14.47
22547,"Apply elements of music theory to create musical and tonal structures, including harmonies and melodies.",43.39,40.63,53.01,0.0,3.23,4.25,32.33
22548,"Consider such factors as ensemble size and abilities, availability of scores, and the need for musical variety, to select music to be performed.",33.01,33.33,67.65,0.0,2.76,2.96,49.82
22549,"Determine voices, instruments, harmonic structures, rhythms, tempos, and tone balances required to achieve the effects desired in a musical composition.",38.42,38.42,61.58,0.0,3.03,5.4,45.28
22550,"Experiment with different sounds, and types and pieces of music, using synthesizers and computers as necessary to test and evaluate ideas.",55.0,55.0,45.0,0.0,3.24,6.0,37.67
22551,"Transcribe ideas for musical compositions into musical notation, using instruments, pen and paper, or computers.",36.0,36.0,64.0,0.0,3.46,5.51,33.57
22560,Explore and develop musical ideas based on sources such as imagination or sounds in the environment.,36.36,36.36,63.64,0.0,2.74,3.55,73.24
22564,"Arrange music composed by others, changing the music to achieve desired effects.",50.0,50.0,50.0,0.0,2.83,3.64,74.89
22567,"Transcribe musical compositions and melodic lines to adapt them to a particular group, or to create a particular musical style.",38.89,38.89,61.11,0.0,2.94,3.35,23.11
22593,"Research particular roles to find out more about a character, or the time and place in which a piece is set.",20.0,20.0,80.0,0.0,2.93,6.29,75.63
22597,Compose songs or create vocal arrangements.,39.15,35.61,55.35,0.01,2.95,4.97,33.49
22598,Arrange and edit music to fit style and purpose.,33.33,33.33,66.67,0.0,3.0,3.35,50.43
226,"Advise planning officials on project feasibility, cost-effectiveness, regulatory conformance, or possible alternatives.",30.17,30.17,69.83,0.0,2.8,7.98,47.15
22604,Accept music requests from event guests.,56.96,56.96,43.04,0.0,2.74,0.45,10.5
22606,Advertise services using media such as internet advertising and brochures.,73.17,73.17,26.83,0.0,3.28,2.04,22.88
22611,Create itemized invoices to record amounts due for services rendered.,66.67,66.67,33.33,0.0,3.21,2.22,17.42
22623,"Write commentaries, columns, or scripts, using computers.",35.73,35.73,64.27,0.13,2.74,5.77,38.28
22625,"Examine news items of local, national, and international significance to determine topics to address, or obtain assignments from editorial staff members.",55.91,55.91,44.09,0.0,3.16,7.44,47.71
22626,Analyze and interpret news and information received from various sources to broadcast the information.,38.73,38.73,61.27,0.0,3.02,2.11,18.45
22628,Research a story's background information to provide complete and accurate information.,52.94,52.94,47.06,0.0,2.88,4.35,20.06
22630,"Gather information and develop perspectives about news subjects through research, interviews, observation, and experience.",62.5,62.5,37.5,0.0,2.87,4.47,34.87
22631,"Select material most pertinent to presentation, and organize this material into appropriate formats.",38.86,38.86,61.14,0.62,2.83,5.11,37.95
22633,Establish and maintain relationships with individuals who are credible sources of information.,40.0,40.0,60.0,0.0,2.94,0.97,12.76
22635,Revise work to meet editorial approval or to fit time or space requirements.,11.78,11.78,88.22,0.4,2.45,4.84,49.85
22638,"Review written, audio, or video copy, and correct errors in content, grammar, or punctuation, following prescribed editorial style and formatting guidelines.",24.34,24.34,75.66,0.29,2.47,4.4,47.71
22640,"Determine a published or broadcasted story's emphasis, length, and format, organizing material accordingly.",28.67,29.05,72.27,0.09,2.66,6.53,63.06
22649,"Communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone.",41.72,41.72,58.28,0.0,2.52,1.45,20.94
22650,"Write online blog entries that address news developments or offer additional information, opinions, or commentary on news events.",50.73,50.73,49.27,0.02,2.85,9.06,46.88
22652,"Write columns, editorials, commentaries, or reviews that interpret events or offer opinions.",40.57,40.57,59.43,0.02,2.66,3.88,29.18
22653,"Discuss with the client the product, advertising themes and methods, and any changes that should be made in advertising copy.",8.96,8.96,91.04,0.0,2.35,3.96,56.08
22654,Present drafts and ideas to clients.,33.24,32.91,66.11,0.02,2.71,3.57,38.1
22655,Vary language and tone of messages based on product and medium.,31.53,31.53,68.47,0.2,2.63,3.75,35.63
22656,"Develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information.",29.17,29.17,70.83,0.0,2.93,7.11,51.22
22657,"Write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",45.39,46.85,56.37,0.17,2.8,5.99,41.48
22659,"Invent names for products and write the slogans that appear on packaging, brochures and other promotional material.",24.16,23.02,72.25,0.01,2.81,6.96,48.06
22664,"Edit or rewrite existing written material as necessary, and submit written material for approval by supervisor, editor, or publisher.",27.95,27.95,72.05,0.94,2.54,4.22,42.63
22669,"Work with staff to develop script, story, or advertising concepts.",9.09,9.09,90.91,0.0,2.52,7.77,108.93
22670,"Write advertising material for use by publication, broadcast, or internet media to promote the sale of goods and services.",40.55,40.55,59.45,0.14,2.74,5.1,37.0
22672,"Write to customers in their terms and on their level so that the script, story, or advertisement message is more readily received.",32.46,32.46,67.54,0.07,2.66,5.57,45.94
22690,"Advise patients and community members concerning diet, activity, hygiene, or disease prevention.",46.64,46.64,53.36,0.02,2.53,1.98,42.41
22691,Answer questions that patients have about their health and well-being.,37.36,37.36,62.64,0.81,2.59,1.21,23.73
22692,Calculate valve areas from blood flow velocity measurements.,85.65,85.29,14.29,0.0,1.97,0.22,1.6
22700,"Diagnose medical conditions of patients, using records, reports, test results, or examination information.",50.0,50.0,50.0,0.0,2.39,2.17,34.33
22701,Explain procedures and discuss test results or prescribed treatments with patients.,32.13,32.13,67.87,0.02,2.45,1.45,29.88
22715,"Analyze records, examination information, or test results to diagnose medical conditions.",52.21,52.21,47.79,0.0,2.59,2.89,53.41
22718,Communicate likely outcomes of medical diseases or traumatic conditions to patients or their representatives.,22.53,22.53,77.47,0.08,2.6,1.76,42.42
22719,Conduct primary patient assessments that include information from prior medical care.,63.31,47.06,27.27,0.0,2.94,3.88,36.43
22723,Evaluate patients' vital signs or laboratory data to determine emergency intervention needs and priority of treatment.,56.12,56.12,43.88,0.0,2.61,3.44,73.36
22724,"Identify factors that may affect patient management, such as age, gender, barriers to communication, and underlying disease.",45.82,45.82,54.18,0.01,2.69,3.29,41.2
22728,Refer patients to specialists or other practitioners.,63.85,63.85,36.15,0.0,2.62,1.05,19.93
22745,"Analyze patient's medical history, medication allergies, physical condition, and examination results to verify operation's necessity and to determine best procedure.",44.44,44.44,55.56,0.0,2.61,6.01,34.0
22819,"Record, process, and maintain patient data or treatment records and prepare reports.",58.23,58.23,41.77,0.0,2.91,6.07,44.68
22833,"Calculate, or verify calculations of, prescribed radiation doses.",75.0,75.0,25.0,0.0,1.81,0.49,4.83
22841,"Educate patients regarding treatment plans, physiological reactions to treatment, or post-treatment care.",31.4,31.4,68.6,0.16,2.52,2.43,54.47
22853,Assess nature and extent of illness or injury to establish and prioritize medical procedures.,65.79,65.79,34.21,0.0,2.69,2.03,31.42
22855,Comfort and reassure patients.,45.08,45.08,54.92,0.03,2.94,2.41,79.67
22871,Instruct emergency medical response team about emergency interventions to ensure correct application of procedures.,29.41,29.41,70.59,0.0,2.41,3.1,28.59
22879,Consult classification manuals to locate information about disease processes.,51.43,51.43,48.57,0.0,2.43,2.7,11.51
22892,Schedule medical appointments for patients.,68.18,68.18,31.82,0.0,2.52,0.66,19.74
22896,"Design databases to support healthcare applications, ensuring security, performance and reliability.",63.64,63.64,36.36,0.0,3.09,8.6,26.52
22909,"Write or maintain archived procedures, procedural codes, or queries for applications.",51.52,51.52,48.48,0.0,3.0,5.09,35.9
22920,Schedule employee work assignments and set work priorities.,55.65,58.82,46.88,0.0,3.0,2.38,10.18
22929,"Perform administrative duties, such as compiling and maintaining records, completing forms, preparing reports, or composing correspondence.",46.31,46.31,53.69,0.0,2.67,3.23,39.23
22940,"Advise employees in handling problems or resolving complaints from customers, tenants, detainees, or other persons.",60.0,60.0,40.0,0.0,2.33,1.3,20.8
